"Reporter","Partner","HS2_Code","Commodity","Value","Growth","Growth4Graph","AverageGrowth","RCA","RCA4Graph","Quadrant","x","y","GrowthRCA_ImportHS2_Group_Code","GrowthRCA_ImportHS2_Description","ProductGroup_Group_Code","ProductGroup_Description"
"Myanmar","Lao PDR","72","Iron and steel",10.00,"Infinity",100.00,70.34,1.37210242594113e-04,1.37210242594113e-04,"INTRO",-1,1,"12","Metals",13.00,"Metals"
"Myanmar","Lao PDR","73","Iron or steel articles",10.00,"Infinity",100.00,70.34,2.24908258803578e-04,2.24908258803578e-04,"INTRO",-1,1,"12","Metals",13.00,"Metals"
"Myanmar","Lao PDR","83","Metal; miscellaneous products of base metal",41.00,"Infinity",100.00,70.34,7.7516995376652e-03,7.7516995376652e-03,"INTRO",-1,2,"12","Metals",13.00,"Metals"
"Myanmar","Lao PDR","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",393.80,"Infinity",100.00,70.34,2.80722924880781e-03,2.80722924880781e-03,"INTRO",-1,1,"13","Machinery / Electrical",14.00,"Machinery/Electrical"
"Myanmar","Lao PDR","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",20.00,"-96.2962962962963",-96.29,70.34,1.8447695145983e-04,1.8447695145983e-04,"DOG",-2,-1,"13","Machinery / Electrical",14.00,"Machinery/Electrical"
"Myanmar","Lao PDR","87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",32023.59,"Infinity",100.00,70.34,0.17,0.17,"INTRO",-1,1,"14","Transportation",15.00,"Transportation"
"Myanmar","Lao PDR","92","Musical instruments; parts and accessories of such articles",150.00,"Infinity",100.00,70.34,1.56,1.56,"STAR",2,1,"15","Miscellaneous",16.00,"Miscellaneous"
"Myanmar","Lao PDR","94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",1745.00,"-98.2570573694811",-98.25,70.34,0.15,0.15,"DOG",-1,-1,"15","Miscellaneous",16.00,"Miscellaneous"
"Myanmar","Lao PDR","95","Toys, games and sports requisites; parts and accessories thereof",60.00,"Infinity",100.00,70.34,0.03,0.03,"INTRO",-1,1,"15","Miscellaneous",16.00,"Miscellaneous"
"Myanmar","Lao PDR","97","Works of art; collectors' pieces and antiques",35.00,"Infinity",100.00,70.34,0.61,0.61,"INTRO",-1,1,"15","Miscellaneous",16.00,"Miscellaneous"
"Myanmar","Lao PDR","99","Other products",400.00,"-47.0065314449994",-47.00,70.34,0.04,0.04,"DOG",-1,-1,"15","Miscellaneous",16.00,"Miscellaneous"
"Myanmar","Thailand","01","Animals; live",5730368.68,"37.4820223831188",37.48,37.61,5.39,5.39,"COW",1,-1,"1","Animal & Animal Products",1.00,"Animal"
"Myanmar","Thailand","02","Meat and edible meat offal",813482.88,"2002.8173433995",100.00,37.61,2.36,2.36,"STAR",1,1,"1","Animal & Animal Products",1.00,"Animal"
"Myanmar","Thailand","03","Fish and crustaceans, molluscs and other aquatic invertebrates",470060.87,"97.2205530573325",97.22,37.61,0.95,0.95,"INTRO",-1,1,"1","Animal & Animal Products",1.00,"Animal"
"Myanmar","Thailand","04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1310687.77,"-74.144298287383",-74.14,37.61,0.16,0.16,"DOG",-1,-1,"1","Animal & Animal Products",1.00,"Animal"
"Myanmar","Thailand","05","Animal originated products; not elsewhere specified or included",11.80,"-99.8938359153099",-99.89,37.61,3.14285407483673e-06,3.14285407483673e-06,"DOG",-1,-1,"1","Animal & Animal Products",1.00,"Animal"
"Myanmar","Thailand","06","Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",351291.28,"23.9884630336145",23.98,37.61,1.20,1.20,"COW",1,-1,"2","Vegetable Products",2.00,"Vegetable"
"Myanmar","Thailand","07","Vegetables and certain roots and tubers; edible",2437436.33,"65.1217649184671",65.12,37.61,0.37,0.37,"INTRO",-1,1,"2","Vegetable Products",2.00,"Vegetable"
"Myanmar","Thailand","08","Fruit and nuts, edible; peel of citrus fruit or melons",5613985.20,"65.2381140627934",65.23,37.61,0.93,0.93,"INTRO",-1,1,"2","Vegetable Products",2.00,"Vegetable"
"Myanmar","Thailand","09","Coffee, tea, mate and spices",1186145.71,"460.530208725069",100.00,37.61,0.70,0.70,"INTRO",-1,1,"2","Vegetable Products",2.00,"Vegetable"
"Myanmar","Thailand","10","Cereals",13751808.20,"27.0574794831438",27.05,37.61,2.56,2.56,"COW",1,-1,"2","Vegetable Products",2.00,"Vegetable"
"Myanmar","Thailand","11","Products of the milling industry; malt, starches, inulin, wheat gluten",311897.15,"-73.305983884267",-73.30,37.61,0.02,0.02,"DOG",-1,-1,"2","Vegetable Products",2.00,"Vegetable"
"Myanmar","Thailand","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",305740.61,"43.3143747865453",43.31,37.61,0.06,0.06,"INTRO",-1,1,"2","Vegetable Products",2.00,"Vegetable"
"Myanmar","Thailand","13","Lac; gums, resins and other vegetable saps and extracts",14425.48,"Infinity",100.00,37.61,0.08,0.08,"INTRO",-1,1,"2","Vegetable Products",2.00,"Vegetable"
"Myanmar","Thailand","14","Vegetable plaiting materials; vegetable products not elsewhere specified or included",3636.47,"Infinity",100.00,37.61,0.93,0.93,"INTRO",-1,1,"2","Vegetable Products",2.00,"Vegetable"
"Myanmar","Thailand","15","Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",8253035.06,"-26.2026787898897",-26.20,37.61,0.10,0.10,"DOG",-1,-1,"2","Vegetable Products",2.00,"Vegetable"
"Myanmar","Thailand","16","Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",5063826.68,"-8.6380462519989",-8.63,37.61,5.99,5.99,"COW",1,-1,"3","Foodstuffs",3.00,"Food Products"
"Myanmar","Thailand","17","Sugars and sugar confectionery",259558809.94,"-8.61603574134035",-8.61,37.61,2.68,2.68,"COW",1,-1,"3","Foodstuffs",3.00,"Food Products"
"Myanmar","Thailand","18","Cocoa and cocoa preparations",286584.45,"36.354754181289",36.35,37.61,0.40,0.40,"DOG",-1,-1,"3","Foodstuffs",3.00,"Food Products"
"Myanmar","Thailand","19","Preparations of cereals, flour, starch or milk; pastrycooks' products",68307511.91,"23.9757937308122",23.97,37.61,3.16,3.16,"COW",1,-1,"3","Foodstuffs",3.00,"Food Products"
"Myanmar","Thailand","20","Preparations of vegetables, fruit, nuts or other parts of plants",2880414.30,"16.0496216758409",16.04,37.61,2.69,2.69,"COW",1,-1,"3","Foodstuffs",3.00,"Food Products"
"Myanmar","Thailand","21","Miscellaneous edible preparations",95491896.34,"34.4631409515866",34.46,37.61,3.11,3.11,"COW",1,-1,"3","Foodstuffs",3.00,"Food Products"
"Myanmar","Thailand","22","Beverages, spirits and vinegar",71639019.05,"36.3533541704921",36.35,37.61,6.73,6.73,"COW",1,-1,"3","Foodstuffs",3.00,"Food Products"
"Myanmar","Thailand","23","Food industries, residues and wastes thereof; prepared animal fodder",8865933.64,"-25.1810951307015",-25.18,37.61,0.43,0.43,"DOG",-1,-1,"3","Foodstuffs",3.00,"Food Products"
"Myanmar","Thailand","24","Tobacco and manufactured tobacco substitutes",77837.35,"96.2517018808936",96.25,37.61,0.01,0.01,"INTRO",-1,1,"3","Foodstuffs",3.00,"Food Products"
"Myanmar","Thailand","25","Salt; sulphur; earths, stone; plastering materials, lime and cement",81963132.89,"-54.4463916060143",-54.44,37.61,6.08,6.08,"COW",1,-1,"4","Mineral Products",4.00,"Minerals"
"Myanmar","Thailand","26","Ores, slag and ash",65090.00,"749.027316531054",100.00,37.61,0.59,0.59,"INTRO",-1,1,"4","Mineral Products",4.00,"Minerals"
"Myanmar","Thailand","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",152715237.57,"7.50506224229311",7.50,37.61,0.38,0.38,"DOG",-1,-1,"5","Chemicals & Allied Industries",5.00,"Fuels"
"Myanmar","Thailand","28","Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",5737849.85,"-25.683212442824",-25.68,37.61,0.65,0.65,"DOG",-1,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Myanmar","Thailand","29","Organic chemicals",9790429.57,"-17.0337607441015",-17.03,37.61,0.87,0.87,"DOG",-1,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Myanmar","Thailand","30","Pharmaceutical products",46843564.02,"20.0012955772366",20.00,37.61,0.79,0.79,"DOG",-1,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Myanmar","Thailand","31","Fertilizers",56930598.20,"54.5486980868417",54.54,37.61,1.66,1.66,"STAR",2,1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Myanmar","Thailand","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",5374523.02,"62.3341962033219",62.33,37.61,1.37,1.37,"STAR",1,1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Myanmar","Thailand","33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations",55625592.65,"-8.92278827349053",-8.92,37.61,3.06,3.06,"COW",1,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Myanmar","Thailand","34","Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",31198243.53,"12.8898347658195",12.88,37.61,3.21,3.21,"COW",1,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Myanmar","Thailand","35","Albuminoidal substances; modified starches; glues; enzymes",2739147.14,"0.186561936429425",0.18,37.61,0.96,0.96,"DOG",-1,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Myanmar","Thailand","36","Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",113660.82,"22604.9180982821",100.00,37.61,0.38,0.38,"INTRO",-1,1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Myanmar","Thailand","37","Photographic or cinematographic goods",67595.83,"-41.6129064858329",-41.61,37.61,0.11,0.11,"DOG",-1,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Myanmar","Thailand","38","Chemical products n.e.c.",9901607.57,"25.5355210571489",25.53,37.61,0.61,0.61,"DOG",-1,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Myanmar","Thailand","39","Plastics and articles thereof",126058156.32,"59.1824516405021",59.18,37.61,1.61,1.61,"STAR",1,1,"7","Raw Hides, Skins, Leather, & Furs",7.00,"Plastic or Rubber"
"Myanmar","Thailand","40","Rubber and articles thereof",27535469.47,"21.1951989093391",21.19,37.61,1.70,1.70,"COW",1,-1,"7","Raw Hides, Skins, Leather, & Furs",7.00,"Plastic or Rubber"
"Myanmar","Thailand","41","Raw hides and skins (other than furskins) and leather",935288.20,"73.4447490835899",73.44,37.61,0.23,0.23,"INTRO",-1,1,"8","Wood & Wood Products",8.00,"Hides and Skins"
"Myanmar","Thailand","42","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",1082558.14,"82.2754622451096",82.27,37.61,0.25,0.25,"INTRO",-1,2,"8","Wood & Wood Products",8.00,"Hides and Skins"
"Myanmar","Thailand","43","Furskins and artificial fur; manufactures thereof",35.32,"Infinity",100.00,37.61,6.97981770292215e-03,6.97981770292215e-03,"INTRO",-1,1,"8","Wood & Wood Products",8.00,"Hides and Skins"
"Myanmar","Thailand","44","Wood and articles of wood; wood charcoal",2320758.39,"20.0052386886907",20.00,37.61,0.49,0.49,"DOG",-2,-1,"9","Textiles",9.00,"Wood"
"Myanmar","Thailand","45","Cork and articles of cork",78678.51,"70.9289123866282",70.92,37.61,0.38,0.38,"INTRO",-1,1,"9","Textiles",9.00,"Wood"
"Myanmar","Thailand","46","Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",4232.46,"16829.84",100.00,37.61,0.05,0.05,"INTRO",-1,1,"9","Textiles",9.00,"Wood"
"Myanmar","Thailand","48","Paper and paperboard; articles of paper pulp, of paper or paperboard",29524762.46,"-3.50268879198961",-3.50,37.61,0.97,0.97,"DOG",-1,-1,"9","Textiles",9.00,"Wood"
"Myanmar","Thailand","49","Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",129820.61,"-49.4272237328018",-49.42,37.61,0.13,0.13,"DOG",-1,-1,"9","Textiles",9.00,"Wood"
"Myanmar","Thailand","50","Silk",9264.10,"Infinity",100.00,37.61,0.44,0.44,"INTRO",-1,1,"10","Footwear / Headgear",10.00,"Textiles and Clothing"
"Myanmar","Thailand","51","Wool, fine or coarse animal hair; horsehair yarn and woven fabric",85640.08,"1960.63219289655",100.00,37.61,0.09,0.09,"INTRO",-1,1,"10","Footwear / Headgear",10.00,"Textiles and Clothing"
"Myanmar","Thailand","52","Cotton",12031656.11,"58.634625425731",58.63,37.61,0.72,0.72,"INTRO",-1,1,"10","Footwear / Headgear",10.00,"Textiles and Clothing"
"Myanmar","Thailand","53","Vegetable textile fibres; paper yarn and woven fabrics of paper yarn",51283.55,"118.620738458941",100.00,37.61,0.36,0.36,"INTRO",-1,1,"10","Footwear / Headgear",10.00,"Textiles and Clothing"
"Myanmar","Thailand","54","Man-made filaments; strip and the like of man-made textile materials",6379973.94,"71.2490364417532",71.24,37.61,0.26,0.26,"INTRO",-1,1,"9","Textiles",10.00,"Textiles and Clothing"
"Myanmar","Thailand","55","Man-made staple fibres",9178689.70,"25.6150361620198",25.61,37.61,0.12,0.12,"DOG",-1,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Myanmar","Thailand","56","Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",4235116.32,"10.8287269800533",10.82,37.61,0.74,0.74,"DOG",-1,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Myanmar","Thailand","57","Carpets and other textile floor coverings",150448.82,"-11.094805295801",-11.09,37.61,0.18,0.18,"DOG",-1,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Myanmar","Thailand","58","Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",3429637.31,"249.837684669314",100.00,37.61,0.26,0.26,"INTRO",-1,1,"9","Textiles",10.00,"Textiles and Clothing"
"Myanmar","Thailand","59","Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",827466.85,"59.1887259778437",59.18,37.61,0.22,0.22,"INTRO",-1,1,"9","Textiles",10.00,"Textiles and Clothing"
"Myanmar","Thailand","60","Fabrics; knitted or crocheted",1919579.18,"2332.25006477919",100.00,37.61,0.22,0.22,"INTRO",-1,2,"9","Textiles",10.00,"Textiles and Clothing"
"Myanmar","Thailand","61","Apparel and clothing accessories; knitted or crocheted",3442430.48,"624.750372403946",100.00,37.61,0.73,0.73,"INTRO",-1,1,"9","Textiles",10.00,"Textiles and Clothing"
"Myanmar","Thailand","62","Apparel and clothing accessories; not knitted or crocheted",6181851.09,"47.8354259457283",47.83,37.61,1.85,1.85,"STAR",2,1,"9","Textiles",10.00,"Textiles and Clothing"
"Myanmar","Thailand","63","Textiles, made up articles; sets; worn clothing and worn textile articles; rags",19890940.47,"5.73736722307728",5.73,37.61,4.81,4.81,"COW",1,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Myanmar","Thailand","64","Footwear; gaiters and the like; parts of such articles",6518262.41,"88.5568197295691",88.55,37.61,0.78,0.78,"INTRO",-1,2,"10","Footwear / Headgear",11.00,"Footwear"
"Myanmar","Thailand","65","Headgear and parts thereof",629400.72,"69.6396982529907",69.63,37.61,1.39,1.39,"STAR",1,1,"10","Footwear / Headgear",11.00,"Footwear"
"Myanmar","Thailand","66","Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",21813.47,"-45.0521833055741",-45.05,37.61,0.05,0.05,"DOG",-1,-1,"10","Footwear / Headgear",11.00,"Footwear"
"Myanmar","Thailand","67","Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",25988.45,"52.1911503678514",52.19,37.61,0.07,0.07,"INTRO",-1,1,"10","Footwear / Headgear",11.00,"Footwear"
"Myanmar","Thailand","68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",19195781.90,"-18.1160847066479",-18.11,37.61,2.85,2.85,"COW",1,-1,"11","Stone / Glass",12.00,"Stone and Glass"
"Myanmar","Thailand","69","Ceramic products",24845536.63,"30.1969336772709",30.19,37.61,1.72,1.72,"COW",1,-1,"11","Stone / Glass",12.00,"Stone and Glass"
"Myanmar","Thailand","70","Glass and glassware",12840799.53,"-1.009930708352",-1.00,37.61,1.33,1.33,"COW",1,-1,"11","Stone / Glass",12.00,"Stone and Glass"
"Myanmar","Thailand","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",614117.36,"65.30351246441",65.30,37.61,3.31,3.31,"STAR",1,1,"11","Stone / Glass",12.00,"Stone and Glass"
"Myanmar","Thailand","72","Iron and steel",10847497.37,"-6.25696695733104",-6.25,37.61,0.10,0.10,"DOG",-1,-1,"12","Metals",13.00,"Metals"
"Myanmar","Thailand","73","Iron or steel articles",41298842.75,"63.4267625229925",63.42,37.61,0.68,0.68,"INTRO",-1,2,"12","Metals",13.00,"Metals"
"Myanmar","Thailand","74","Copper and articles thereof",2916235.45,"87.2020924217474",87.20,37.61,1.51,1.51,"STAR",1,1,"12","Metals",13.00,"Metals"
"Myanmar","Thailand","75","Nickel and articles thereof",5053.00,"Infinity",100.00,37.61,0.31,0.31,"INTRO",-1,1,"12","Metals",13.00,"Metals"
"Myanmar","Thailand","76","Aluminium and articles thereof",9856271.86,"121.142970237032",100.00,37.61,0.81,0.81,"INTRO",-1,1,"12","Metals",13.00,"Metals"
"Myanmar","Thailand","78","Lead and articles thereof",487.62,"Infinity",100.00,37.61,0.01,0.01,"INTRO",-1,1,"12","Metals",13.00,"Metals"
"Myanmar","Thailand","79","Zinc and articles thereof",1511.20,"-99.2901383722862",-99.29,37.61,6.83548834502341e-03,6.83548834502341e-03,"DOG",-1,-1,"12","Metals",13.00,"Metals"
"Myanmar","Thailand","80","Tin; articles thereof",896469.99,"-5.11225400308973",-5.11,37.61,3.36,3.36,"COW",1,-1,"12","Metals",13.00,"Metals"
"Myanmar","Thailand","81","Metals; n.e.c., cermets and articles thereof",4368.00,"Infinity",100.00,37.61,0.17,0.17,"INTRO",-1,1,"12","Metals",13.00,"Metals"
"Myanmar","Thailand","82","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2042263.17,"134.565507656555",100.00,37.61,0.40,0.40,"INTRO",-1,1,"12","Metals",13.00,"Metals"
"Myanmar","Thailand","83","Metal; miscellaneous products of base metal",8800363.83,"58.5624424911717",58.56,37.61,1.22,1.22,"STAR",1,1,"12","Metals",13.00,"Metals"
"Myanmar","Thailand","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",201276424.04,"-2.71714362804987",-2.71,37.61,1.05,1.05,"COW",1,-1,"13","Machinery / Electrical",14.00,"Machinery/Electrical"
"Myanmar","Thailand","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",107348952.06,"44.6164581134543",44.61,37.61,0.72,0.72,"INTRO",-1,1,"13","Machinery / Electrical",14.00,"Machinery/Electrical"
"Myanmar","Thailand","86","Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",1956187.36,"11339.1636877595",100.00,37.61,0.18,0.18,"INTRO",-1,1,"14","Transportation",15.00,"Transportation"
