"Reporter","Partner","HS2_Code","Commodity","Value","Growth","Growth4Graph","AverageGrowth","RCA","RCA4Graph","Quadrant","x","y","GrowthRCA_ImportHS2_Group_Code","GrowthRCA_ImportHS2_Description","ProductGroup_Group_Code","ProductGroup_Description"
"Thailand","Viet Nam","42","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",29908772.28,"-5.08426430816103",-5.08,18.87,2.26,2.26,"COW",2,-1,"8","Wood & Wood Products",8.00,"Hides and Skins"
"Thailand","Viet Nam","43","Furskins and artificial fur; manufactures thereof",3242.64,"13.7868234055619",13.78,18.87,8.83471582556454e-04,8.83471582556454e-04,"DOG",-1,-1,"8","Wood & Wood Products",8.00,"Hides and Skins"
"Thailand","Viet Nam","44","Wood and articles of wood; wood charcoal",21547733.00,"4.38749230059432",4.38,18.87,1.81,1.81,"COW",1,-2,"9","Textiles",9.00,"Wood"
"Thailand","Viet Nam","45","Cork and articles of cork",41.62,"Infinity",100.00,18.87,1.02611744730566e-03,1.02611744730566e-03,"INTRO",-1,1,"9","Textiles",9.00,"Wood"
"Thailand","Viet Nam","46","Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",687584.96,"-12.6909657070395",-12.69,18.87,4.14,4.14,"COW",2,-1,"9","Textiles",9.00,"Wood"
"Thailand","Viet Nam","47","Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard",18024.16,"428.702630876499",100.00,18.87,9.50271621014171e-04,9.50271621014171e-04,"INTRO",-1,2,"9","Textiles",9.00,"Wood"
"Thailand","Viet Nam","48","Paper and paperboard; articles of paper pulp, of paper or paperboard",19346000.08,"100.18444742014",100.00,18.87,0.52,0.52,"INTRO",-2,1,"9","Textiles",9.00,"Wood"
"Thailand","Viet Nam","49","Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1168420.85,"15.9112354821015",15.91,18.87,0.24,0.24,"DOG",-1,-1,"9","Textiles",9.00,"Wood"
"Thailand","Viet Nam","50","Silk",2867598.29,"44.7719423286518",44.77,18.87,13.09,10.00,"STAR",1,1,"10","Footwear / Headgear",10.00,"Textiles and Clothing"
"Thailand","Viet Nam","51","Wool, fine or coarse animal hair; horsehair yarn and woven fabric",47.93,"-95.7339433209912",-95.73,18.87,2.21387527241864e-05,2.21387527241864e-05,"DOG",-1,-1,"10","Footwear / Headgear",10.00,"Textiles and Clothing"
"Thailand","Viet Nam","52","Cotton",22421323.66,"18.0859597993332",18.08,18.87,1.28,1.28,"COW",1,-1,"10","Footwear / Headgear",10.00,"Textiles and Clothing"
"Thailand","Viet Nam","53","Vegetable textile fibres; paper yarn and woven fabrics of paper yarn",12638.87,"37.0575324402109",37.05,18.87,0.03,0.03,"INTRO",-1,2,"10","Footwear / Headgear",10.00,"Textiles and Clothing"
"Thailand","Viet Nam","54","Man-made filaments; strip and the like of man-made textile materials",88073774.03,"18.9997319630698",18.99,18.87,5.14,5.14,"STAR",1,1,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Viet Nam","55","Man-made staple fibres",11118889.34,"8.6897209754992",8.68,18.87,1.47,1.47,"COW",1,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Viet Nam","56","Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1163528.76,"13.2466417896175",13.24,18.87,0.20,0.20,"DOG",-1,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Viet Nam","57","Carpets and other textile floor coverings",252450.36,"243.728679525509",100.00,18.87,0.21,0.21,"INTRO",-2,1,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Viet Nam","58","Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",2847891.00,"-12.0710733498453",-12.07,18.87,0.74,0.74,"DOG",-2,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Viet Nam","59","Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",30262878.63,"58.131862314759",58.13,18.87,2.61,2.61,"STAR",1,1,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Viet Nam","60","Fabrics; knitted or crocheted",19889171.96,"17.3879700206453",17.38,18.87,2.15,2.15,"COW",1,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Viet Nam","61","Apparel and clothing accessories; knitted or crocheted",39327381.16,"18.9136992012469",18.91,18.87,3.90,3.90,"STAR",2,1,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Viet Nam","62","Apparel and clothing accessories; not knitted or crocheted",30260072.64,"10.6156302546605",10.61,18.87,2.31,2.31,"COW",2,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Viet Nam","63","Textiles, made up articles; sets; worn clothing and worn textile articles; rags",26955255.70,"71.2670514071569",71.26,18.87,4.04,4.04,"STAR",1,1,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Viet Nam","64","Footwear; gaiters and the like; parts of such articles",95670123.73,"14.9950988495966",14.99,18.87,10.75,10.00,"COW",2,-1,"10","Footwear / Headgear",11.00,"Footwear"
"Thailand","Viet Nam","65","Headgear and parts thereof",670305.34,"-25.9528809556945",-25.95,18.87,0.76,0.76,"DOG",-1,-1,"10","Footwear / Headgear",11.00,"Footwear"
"Thailand","Viet Nam","66","Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",23766.94,"-70.6338989228778",-70.63,18.87,0.04,0.04,"DOG",-1,-2,"10","Footwear / Headgear",11.00,"Footwear"
"Thailand","Viet Nam","67","Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",56101.27,"80.5964311605167",80.59,18.87,0.12,0.12,"INTRO",-1,1,"10","Footwear / Headgear",11.00,"Footwear"
"Thailand","Viet Nam","68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1745639.22,"27.957909771821",27.95,18.87,0.25,0.25,"INTRO",-1,2,"11","Stone / Glass",12.00,"Stone and Glass"
"Thailand","Viet Nam","69","Ceramic products",40848598.81,"18.8119829200761",18.81,18.87,2.56,2.56,"COW",1,-1,"11","Stone / Glass",12.00,"Stone and Glass"
"Thailand","Viet Nam","70","Glass and glassware",4269364.40,"-0.834241051899605",-0.83,18.87,0.20,0.20,"DOG",-1,-1,"11","Stone / Glass",12.00,"Stone and Glass"
"Thailand","Viet Nam","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",7031503.78,"16.1883184408405",16.18,18.87,0.02,0.02,"DOG",-1,-1,"11","Stone / Glass",12.00,"Stone and Glass"
"Thailand","Viet Nam","72","Iron and steel",189914180.93,"42.473848469486",42.47,18.87,0.79,0.79,"INTRO",-2,2,"12","Metals",13.00,"Metals"
"Thailand","Viet Nam","73","Iron or steel articles",181470133.42,"33.9526451346826",33.95,18.87,1.19,1.19,"STAR",1,1,"12","Metals",13.00,"Metals"
"Thailand","Viet Nam","74","Copper and articles thereof",19467417.19,"705.16164889833",100.00,18.87,0.21,0.21,"INTRO",-1,1,"12","Metals",13.00,"Metals"
"Thailand","Viet Nam","75","Nickel and articles thereof",4591.39,"Infinity",100.00,18.87,2.20288789683503e-03,2.20288789683503e-03,"INTRO",-1,1,"12","Metals",13.00,"Metals"
"Thailand","Viet Nam","76","Aluminium and articles thereof",42481935.98,"104.667222535433",100.00,18.87,0.55,0.55,"INTRO",-1,2,"12","Metals",13.00,"Metals"
"Thailand","Viet Nam","78","Lead and articles thereof",79866.45,"Infinity",100.00,18.87,0.01,0.01,"INTRO",-1,2,"12","Metals",13.00,"Metals"
"Thailand","Viet Nam","79","Zinc and articles thereof",1140859.44,"34.9309916803553",34.93,18.87,0.12,0.12,"INTRO",-1,2,"12","Metals",13.00,"Metals"
"Thailand","Viet Nam","80","Tin; articles thereof",3939.74,"46.3488384187339",46.34,18.87,1.41340260220914e-03,1.41340260220914e-03,"INTRO",-1,2,"12","Metals",13.00,"Metals"
"Thailand","Viet Nam","81","Metals; n.e.c., cermets and articles thereof",9655934.03,"74.2140948851173",74.21,18.87,3.71,3.71,"STAR",1,1,"12","Metals",13.00,"Metals"
"Thailand","Viet Nam","82","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",7244291.99,"43.2274478527242",43.22,18.87,0.19,0.19,"INTRO",-2,1,"12","Metals",13.00,"Metals"
"Thailand","Viet Nam","83","Metal; miscellaneous products of base metal",19231432.46,"-9.09359724994647",-9.09,18.87,1.32,1.32,"COW",1,-1,"12","Metals",13.00,"Metals"
"Thailand","Viet Nam","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",287402116.68,"0.701122501900098",0.70,18.87,0.47,0.47,"DOG",-1,-2,"13","Machinery / Electrical",14.00,"Machinery/Electrical"
"Thailand","Viet Nam","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",1964220933.50,"8.19390185795461",8.19,18.87,2.13,2.13,"COW",1,-1,"13","Machinery / Electrical",14.00,"Machinery/Electrical"
"Thailand","Viet Nam","86","Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",16238.06,"-89.9778133876736",-89.97,18.87,0.01,0.01,"DOG",-1,-1,"14","Transportation",15.00,"Transportation"
"Thailand","Viet Nam","87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",212950548.07,"10.6290826026288",10.62,18.87,1.03,1.03,"COW",1,-1,"14","Transportation",15.00,"Transportation"
"Thailand","Viet Nam","88","Aircraft, spacecraft and parts thereof",1156458.65,"18.5575494974964",18.55,18.87,0.01,0.01,"DOG",-1,-1,"14","Transportation",15.00,"Transportation"
"Thailand","Viet Nam","89","Ships, boats and floating structures",840000.00,"-89.1783915498357",-89.17,18.87,0.02,0.02,"DOG",-2,-2,"14","Transportation",15.00,"Transportation"
"Thailand","Viet Nam","90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",115892108.98,"1.10757807156174",1.10,18.87,0.93,0.93,"DOG",-2,-1,"15","Miscellaneous",16.00,"Miscellaneous"
"Thailand","Viet Nam","91","Clocks and watches and parts thereof",8199285.30,"-18.5490928285016",-18.54,18.87,0.56,0.56,"DOG",-2,-1,"15","Miscellaneous",16.00,"Miscellaneous"
"Thailand","Viet Nam","92","Musical instruments; parts and accessories of such articles",74187.36,"58.2813266405764",58.28,18.87,0.07,0.07,"INTRO",-1,1,"15","Miscellaneous",16.00,"Miscellaneous"
"Thailand","Viet Nam","94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",25538798.52,"-15.9603249838785",-15.96,18.87,1.09,1.09,"COW",1,-1,"15","Miscellaneous",16.00,"Miscellaneous"
"Thailand","Viet Nam","95","Toys, games and sports requisites; parts and accessories thereof",3991250.16,"11.4263857386091",11.42,18.87,0.52,0.52,"DOG",-2,-1,"15","Miscellaneous",16.00,"Miscellaneous"
"Thailand","Viet Nam","96","Miscellaneous manufactured articles",23408890.51,"-4.29703263800147",-4.29,18.87,2.48,2.48,"COW",1,-1,"15","Miscellaneous",16.00,"Miscellaneous"
"Thailand","Viet Nam","97","Works of art; collectors' pieces and antiques",30415.20,"101.68722538822",100.00,18.87,0.11,0.11,"INTRO",-1,1,"15","Miscellaneous",16.00,"Miscellaneous"
"Viet Nam","Cambodia","01","Animals; live",2859450.00,"Infinity",100.00,42.45,1.67,1.67,"STAR",1,1,"1","Animal & Animal Products",1.00,"Animal"
"Viet Nam","Cambodia","03","Fish and crustaceans, molluscs and other aquatic invertebrates",2755.00,"Infinity",100.00,42.45,4.47532986393238e-04,4.47532986393238e-04,"INTRO",-1,1,"1","Animal & Animal Products",1.00,"Animal"
"Viet Nam","Cambodia","04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",557232.00,"Infinity",100.00,42.45,0.21,0.21,"INTRO",-1,1,"1","Animal & Animal Products",1.00,"Animal"
"Viet Nam","Cambodia","07","Vegetables and certain roots and tubers; edible",319225668.11,"46.8070704156218",46.80,42.45,101.89,10.00,"STAR",1,1,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Cambodia","08","Fruit and nuts, edible; peel of citrus fruit or melons",189270973.07,"65.2126997346415",65.21,42.45,11.69,10.00,"STAR",1,1,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Cambodia","09","Coffee, tea, mate and spices",9197011.78,"88.1812835863492",88.18,42.45,10.17,10.00,"STAR",1,1,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Cambodia","10","Cereals",2609140.00,"-20.4615700622805",-20.46,42.45,0.20,0.20,"DOG",-1,-1,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Cambodia","11","Products of the milling industry; malt, starches, inulin, wheat gluten",11229.00,"Infinity",100.00,42.45,8.89836673720897e-03,8.89836673720897e-03,"INTRO",-1,1,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Cambodia","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",18648117.95,"-29.5170514038947",-29.51,42.45,4.76,4.76,"COW",1,-1,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Cambodia","13","Lac; gums, resins and other vegetable saps and extracts",219195.38,"-28.531074606849",-28.53,42.45,0.65,0.65,"DOG",-1,-1,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Cambodia","14","Vegetable plaiting materials; vegetable products not elsewhere specified or included",83082.61,"-31.8447020231266",-31.84,42.45,5.60,5.60,"COW",1,-1,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Cambodia","17","Sugars and sugar confectionery",11191460.24,"16.9089893821952",16.90,42.45,7.64,7.64,"COW",1,-1,"3","Foodstuffs",3.00,"Food Products"
"Viet Nam","Cambodia","22","Beverages, spirits and vinegar",1019460.29,"648.23789534023",100.00,42.45,1.00,1.00,"STAR",1,1,"3","Foodstuffs",3.00,"Food Products"
"Viet Nam","Cambodia","23","Food industries, residues and wastes thereof; prepared animal fodder",1350.00,"-98.9807569170932",-98.98,42.45,8.70005477984178e-05,8.70005477984178e-05,"DOG",-1,-1,"3","Foodstuffs",3.00,"Food Products"
"Viet Nam","Cambodia","24","Tobacco and manufactured tobacco substitutes",17458116.40,"207.312510341671",100.00,42.45,12.93,10.00,"STAR",1,1,"3","Foodstuffs",3.00,"Food Products"
"Viet Nam","Cambodia","25","Salt; sulphur; earths, stone; plastering materials, lime and cement",655843.76,"60.8388291312313",60.83,42.45,0.37,0.37,"INTRO",-1,1,"4","Mineral Products",4.00,"Minerals"
"Viet Nam","Cambodia","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",65250.00,"6150",100.00,42.45,9.09320323944263e-03,9.09320323944263e-03,"INTRO",-1,1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Viet Nam","Cambodia","34","Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",3630.78,"Infinity",100.00,42.45,1.20147094138028e-03,1.20147094138028e-03,"INTRO",-1,1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Viet Nam","Cambodia","35","Albuminoidal substances; modified starches; glues; enzymes",32667.51,"435.015476833882",100.00,42.45,0.01,0.01,"INTRO",-1,1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Viet Nam","Cambodia","38","Chemical products n.e.c.",4305.00,"-49.9092432281486",-49.90,42.45,3.0603797395869e-04,3.0603797395869e-04,"DOG",-1,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Viet Nam","Cambodia","39","Plastics and articles thereof",5771490.86,"82.7984663591378",82.79,42.45,0.09,0.09,"INTRO",-1,1,"7","Raw Hides, Skins, Leather, & Furs",7.00,"Plastic or Rubber"
"Viet Nam","Cambodia","40","Rubber and articles thereof",138396569.80,"64.8350504932621",64.83,42.45,12.71,10.00,"STAR",1,1,"7","Raw Hides, Skins, Leather, & Furs",7.00,"Plastic or Rubber"
"Viet Nam","Cambodia","41","Raw hides and skins (other than furskins) and leather",48137.47,"-82.3452848173573",-82.34,42.45,5.837843163369e-03,5.837843163369e-03,"DOG",-1,-1,"8","Wood & Wood Products",8.00,"Hides and Skins"
"Viet Nam","Cambodia","42","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",94793.18,"144.192426141289",100.00,42.45,0.14,0.14,"INTRO",-1,1,"8","Wood & Wood Products",8.00,"Hides and Skins"
"Viet Nam","Cambodia","44","Wood and articles of wood; wood charcoal",214101876.51,"17.6951851121515",17.69,42.45,23.23,10.00,"COW",1,-1,"9","Textiles",9.00,"Wood"
"Viet Nam","Cambodia","47","Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard",1092725.44,"24.368377683185",24.36,42.45,0.44,0.44,"DOG",-1,-1,"9","Textiles",9.00,"Wood"
"Viet Nam","Cambodia","48","Paper and paperboard; articles of paper pulp, of paper or paperboard",50238.79,"-50.3109940068116",-50.31,42.45,4.47708637214707e-03,4.47708637214707e-03,"DOG",-1,-1,"9","Textiles",9.00,"Wood"
"Viet Nam","Cambodia","49","Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",512628.98,"196.64749986184",100.00,42.45,0.52,0.52,"INTRO",-1,1,"9","Textiles",9.00,"Wood"
"Viet Nam","Cambodia","52","Cotton",290428.44,"8.13536551815242",8.13,42.45,0.01,0.01,"DOG",-1,-1,"10","Footwear / Headgear",10.00,"Textiles and Clothing"
"Viet Nam","Cambodia","54","Man-made filaments; strip and the like of man-made textile materials",80629.64,"-15.1599966707805",-15.15,42.45,6.71972645974166e-03,6.71972645974166e-03,"DOG",-1,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Viet Nam","Cambodia","55","Man-made staple fibres",151929.45,"-94.9752504308301",-94.97,42.45,0.01,0.01,"DOG",-1,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Viet Nam","Cambodia","56","Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",296424.90,"32.565664915477",32.56,42.45,0.08,0.08,"DOG",-1,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Viet Nam","Cambodia","58","Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",480362.45,"90.0580964866336",90.05,42.45,0.09,0.09,"INTRO",-1,1,"9","Textiles",10.00,"Textiles and Clothing"
"Viet Nam","Cambodia","59","Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",311724.22,"66.5901223954814",66.59,42.45,0.05,0.05,"INTRO",-1,1,"9","Textiles",10.00,"Textiles and Clothing"
"Viet Nam","Cambodia","60","Fabrics; knitted or crocheted",12879872.95,"-13.1554665845212",-13.15,42.45,0.59,0.59,"DOG",-1,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Viet Nam","Cambodia","61","Apparel and clothing accessories; knitted or crocheted",2502733.79,"44.2324799321774",44.23,42.45,2.01,2.01,"STAR",1,1,"9","Textiles",10.00,"Textiles and Clothing"
"Viet Nam","Cambodia","62","Apparel and clothing accessories; not knitted or crocheted",2682004.31,"43.2567752801078",43.25,42.45,2.38,2.38,"STAR",1,1,"9","Textiles",10.00,"Textiles and Clothing"
"Viet Nam","Cambodia","63","Textiles, made up articles; sets; worn clothing and worn textile articles; rags",43835.34,"-8.21152373551808",-8.21,42.45,0.08,0.08,"DOG",-1,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Viet Nam","Cambodia","64","Footwear; gaiters and the like; parts of such articles",2407288.84,"-19.5994683647591",-19.59,42.45,0.55,0.55,"DOG",-1,-1,"10","Footwear / Headgear",11.00,"Footwear"
"Viet Nam","Cambodia","65","Headgear and parts thereof",2281.84,"489.7141675712",100.00,42.45,0.02,0.02,"INTRO",-1,1,"10","Footwear / Headgear",11.00,"Footwear"
"Viet Nam","Cambodia","66","Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",91271.52,"1668.33441830187",100.00,42.45,2.16,2.16,"STAR",1,1,"10","Footwear / Headgear",11.00,"Footwear"
"Viet Nam","Cambodia","68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",2155049.25,"60.4639592818345",60.46,42.45,1.09,1.09,"STAR",1,1,"11","Stone / Glass",12.00,"Stone and Glass"
"Viet Nam","Cambodia","70","Glass and glassware",840.00,"Infinity",100.00,42.45,1.61458638259749e-04,1.61458638259749e-04,"INTRO",-1,1,"11","Stone / Glass",12.00,"Stone and Glass"
"Viet Nam","Cambodia","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",18739629.72,"8.79542250598399",8.79,42.45,7.58,7.58,"COW",1,-1,"11","Stone / Glass",12.00,"Stone and Glass"
"Viet Nam","Cambodia","72","Iron and steel",8024605.05,"1900.72120511326",100.00,42.45,0.15,0.15,"INTRO",-1,1,"12","Metals",13.00,"Metals"
"Viet Nam","Cambodia","73","Iron or steel articles",1585374.65,"29.6831252513295",29.68,42.45,0.10,0.10,"DOG",-1,-1,"12","Metals",13.00,"Metals"
"Viet Nam","Cambodia","74","Copper and articles thereof",4813485.38,"860.619352402688",100.00,42.45,0.39,0.39,"INTRO",-1,1,"12","Metals",13.00,"Metals"
"Viet Nam","Cambodia","76","Aluminium and articles thereof",3302723.60,"-24.8504303412416",-24.85,42.45,0.25,0.25,"DOG",-1,-1,"12","Metals",13.00,"Metals"
"Viet Nam","Cambodia","83","Metal; miscellaneous products of base metal",6566345.75,"101.308976879661",100.00,42.45,1.76,1.76,"STAR",1,1,"12","Metals",13.00,"Metals"
"Viet Nam","Cambodia","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1639153.43,"103.300311928244",100.00,42.45,0.01,0.01,"INTRO",-1,1,"13","Machinery / Electrical",14.00,"Machinery/Electrical"
"Viet Nam","Cambodia","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",19773679.68,"94.5590831400992",94.55,42.45,0.06,0.06,"INTRO",-1,1,"13","Machinery / Electrical",14.00,"Machinery/Electrical"
"Viet Nam","Cambodia","87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",248434.89,"-8.29217612147734",-8.29,42.45,0.01,0.01,"DOG",-1,-1,"14","Transportation",15.00,"Transportation"
"Viet Nam","Cambodia","90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",18950.00,"1114.74358974359",100.00,42.45,4.6872369264568e-04,4.6872369264568e-04,"INTRO",-1,1,"15","Miscellaneous",16.00,"Miscellaneous"
"Viet Nam","Cambodia","91","Clocks and watches and parts thereof",6685555.78,"6.19496312859205",6.19,42.45,13.45,10.00,"COW",1,-1,"15","Miscellaneous",16.00,"Miscellaneous"
"Viet Nam","Cambodia","92","Musical instruments; parts and accessories of such articles",47000.00,"Infinity",100.00,42.45,0.34,0.34,"INTRO",-1,1,"15","Miscellaneous",16.00,"Miscellaneous"
"Viet Nam","Cambodia","94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",273742.32,"58.8797649523403",58.87,42.45,0.08,0.08,"INTRO",-1,1,"15","Miscellaneous",16.00,"Miscellaneous"
"Viet Nam","Cambodia","96","Miscellaneous manufactured articles",49151.23,"-12.8653293351073",-12.86,42.45,0.01,0.01,"DOG",-1,-1,"15","Miscellaneous",16.00,"Miscellaneous"
"Viet Nam","Cambodia","99","Other products",119425.15,"40.1276676730893",40.12,42.45,8.58159956470125e-03,8.58159956470125e-03,"DOG",-1,-1,"15","Miscellaneous",16.00,"Miscellaneous"
"Viet Nam","Lao PDR","01","Animals; live",7387800.00,"-41.0409190075925",-41.04,43.29,12.08,10.00,"COW",1,-1,"1","Animal & Animal Products",1.00,"Animal"
"Viet Nam","Lao PDR","07","Vegetables and certain roots and tubers; edible",20317000.31,"39.3179802041462",39.31,43.29,18.11,10.00,"COW",1,-1,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Lao PDR","08","Fruit and nuts, edible; peel of citrus fruit or melons",11283385.20,"517.082748064484",100.00,43.29,1.94,1.94,"STAR",2,1,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Lao PDR","09","Coffee, tea, mate and spices",58567234.14,"108.389247315238",100.00,43.29,180.96,10.00,"STAR",2,1,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Lao PDR","10","Cereals",9211575.38,"101.06380534066",100.00,43.29,2.05,2.05,"STAR",1,1,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Lao PDR","11","Products of the milling industry; malt, starches, inulin, wheat gluten",421366.00,"-91.6972625750612",-91.69,43.29,0.93,0.93,"DOG",-1,-1,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Lao PDR","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",574340.10,"206.125102030134",100.00,43.29,0.41,0.41,"INTRO",-1,1,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Lao PDR","13","Lac; gums, resins and other vegetable saps and extracts",61982.40,"17.1973558819525",17.19,43.29,0.51,0.51,"DOG",-2,-1,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Lao PDR","14","Vegetable plaiting materials; vegetable products not elsewhere specified or included",654119.94,"29.4428893257654",29.44,43.29,123.29,10.00,"COW",2,-1,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Lao PDR","17","Sugars and sugar confectionery",6108448.18,"-35.9158252632172",-35.91,43.29,11.66,10.00,"COW",2,-1,"3","Foodstuffs",3.00,"Food Products"
"Viet Nam","Lao PDR","20","Preparations of vegetables, fruit, nuts or other parts of plants",125320.00,"401.28",100.00,43.29,0.95,0.95,"INTRO",-1,1,"3","Foodstuffs",3.00,"Food Products"
"Viet Nam","Lao PDR","22","Beverages, spirits and vinegar",85804.25,"-63.4961044231979",-63.49,43.29,0.23,0.23,"DOG",-1,-1,"3","Foodstuffs",3.00,"Food Products"
"Viet Nam","Lao PDR","23","Food industries, residues and wastes thereof; prepared animal fodder",238480.00,"382.753036437247",100.00,43.29,0.04,0.04,"INTRO",-1,1,"3","Foodstuffs",3.00,"Food Products"
"Viet Nam","Lao PDR","24","Tobacco and manufactured tobacco substitutes",162756.00,"Infinity",100.00,43.29,0.33,0.33,"INTRO",-1,1,"3","Foodstuffs",3.00,"Food Products"
"Viet Nam","Lao PDR","25","Salt; sulphur; earths, stone; plastering materials, lime and cement",11323890.00,"-1.29502395733549",-1.29,43.29,18.16,10.00,"COW",1,-1,"4","Mineral Products",4.00,"Minerals"
"Viet Nam","Lao PDR","26","Ores, slag and ash",16543745.95,"-24.378182699375",-24.37,43.29,21.61,10.00,"COW",1,-1,"4","Mineral Products",4.00,"Minerals"
"Viet Nam","Lao PDR","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",46544646.56,"-6.183842464002",-6.18,43.29,2.49,2.49,"COW",1,-1,"5","Chemicals & Allied Industries",5.00,"Fuels"
"Viet Nam","Lao PDR","31","Fertilizers",46759457.00,"20.4284112773812",20.42,43.29,21.82,10.00,"COW",1,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
